steps,time,reward,delta,converged
1,0.005097085000002721,0.6666666666666666,0.3333333333333333,False
2,0.004762178999996536,1.2059259259259258,0.17777777777777776,False
3,0.004817896000005817,1.6403884773662551,0.0916543209876543,False
4,0.004726338999986979,1.9569154458161866,0.0522534979423868,False
5,0.004771515000001614,2.190494233570086,0.032760508459076354,False
6,0.004716701000006651,2.3634956202460016,0.02107566906670731,False
7,0.004769707999997763,2.49138488321797,0.013760881450889939,False
8,0.004711279999995099,2.5858269283149062,0.009075418147313136,False
9,0.004826931000010859,2.6556364475709957,0.006298558864056163,False
10,0.00477693700000259,2.707335518096137,0.004177202619009723,False
11,0.004856446999994546,2.745641478056146,0.002907435007501215,False
12,0.004790790000001266,2.773985464341814,0.002012041778562061,False
13,0.004800427999995804,2.7949065770728536,0.0013539472431053322,False
14,0.004810668000004625,2.810303588564391,0.0009664821583511805,False
15,0.004825124999996433,2.8216001248052653,0.0006703346534782002,False
16,0.0048314489999938814,2.829862634697923,0.000464275927866532,False
17,0.0048480139999895755,2.8358882049016616,0.0003300340003153466,False
18,0.004854640000004906,2.8402707324636616,0.0002296288560077065,False
19,0.004882648000005929,2.8434509806058053,0.0001618819815847822,False
20,0.004904332999998928,2.8457545452161233,0.00011491539178768578,False
21,0.004888672000006977,2.847420773818521,8.020012452900592e-05,False
22,0.004925415999991856,2.848624800441141,5.719921280711261e-05,False
23,0.004961256000001413,2.8494942791956226,4.059491202553379e-05,False
24,0.005041970000007723,2.8501219378462874,2.8408806316779136e-05,False
25,0.005016069000006951,2.8505749656964467,2.042442873420331e-05,False
26,0.005257008999990376,2.850901953637252,1.4499508554877963e-05,False
27,0.005051307000002225,2.8511379962069063,1.0230833673311444e-05,False
28,0.005165451999999959,2.8513084186468336,7.354703340858859e-06,True
